Code,Year,NOx,SO2,CO,BC,NH3,NMVOC,Air pollution emissions
BHR,2009,51762.395,34206.21,227766.8,452.88297,1818.4237,49613.72,365620.43166999996
BHR,2010,49401.312,34337.84,222851.83,408.10507,1859.5546,45697.773,354556.4146699999
BHR,2011,47105.36,35474.49,216566.58,353.5672,1868.3735,44869.77,346238.1407
BHR,2012,47986.3,35893.254,222919.95,323.03345,1905.0486,44274.777,353302.36305
BHR,2013,49296.383,36953.668,225577.22,301.5442,1945.1892,45449.137,359523.1414
BHR,2014,50297.613,37708.145,228534.72,271.77945,1978.2393,47371.445,366161.94175
BHR,2015,50986.49,38993.375,231859.48,275.85394,1980.2617,46465.273,370560.73363999993
BHR,2016,51482.004,39251.227,229744.31,289.8442,1973.9093,46443.082,369184.37649999995
BHR,2017,52261.34,39684.324,229466.1,297.44223,1993.7238,46057.21,369760.14002999995
BHR,2018,51777.484,40884.727,233031.1,260.48965,2008.4244,46800.78,374763.00505000004
BHR,2019,52608.137,54681.55,271985.1,244.6044,2098.9697,46467.426,428085.7871
BHR,2020,50830.92,61713.8,277308.75,236.66245,2088.5784,44574.72,436753.43085
BGD,2001,365709.2,82301.62,2364066.2,34518.223,821596.8,696458.8,4364650.842999999
BGD,2002,373817.94,82621.42,2411343.5,35222.895,834039.44,714733.8,4451778.995
BGD,2003,379628.72,81668.336,2457560.2,35744.023,818916.25,734354.4,4507871.9290000005
BGD,2004,399609.72,83223.83,2502633.0,36622.574,834227.25,756985.25,4613301.624
BGD,2005,424638.53,92124.664,2557736.2,37807.617,858034.56,780143.44,4750485.011
BGD,2006,444580.0,94600.97,2606984.5,38161.39,898129.44,801171.7,4883628.0
BGD,2007,455089.94,99239.9,2659264.5,38460.266,902661.8,820758.4,4975474.806
BGD,2008,485300.9,118721.97,2726926.5,38881.043,945141.3,845094.0,5160065.713
BGD,2009,490794.44,121270.91,2747608.0,39115.676,955499.7,851357.1,5205645.825999999
BGD,2010,528020.3,127735.82,2776272.2,39992.17,966348.4,868227.56,5306596.450000001
BGD,2011,580322.0,164882.77,2793991.2,41380.02,977476.06,882507.4,5440559.450000001
BGD,2012,623298.94,217986.2,2834532.0,41619.934,988954.0,895002.6,5601393.673999999
BGD,2013,638888.1,244568.75,2836075.5,41053.812,1000654.4,902256.9,5663497.462
BGD,2014,688704.1,260041.08,2823422.8,41087.742,1012500.8,911724.2,5737480.722
BGD,2015,714934.44,301641.94,2897296.0,41469.94,1024202.3,917921.6,5897466.22
BGD,2016,762689.0,342062.5,2936613.8,41939.832,1035862.9,923714.56,6042882.592
BGD,2017,823585.5,395595.97,3038555.5,42652.984,1047388.4,945573.1,6293351.454
BGD,2018,887217.44,419159.75,2975227.0,42622.77,1058476.9,956950.5,6339654.359999999
BGD,2019,895387.06,426896.62,3020959.8,42267.582,1069620.0,960066.5,6415197.562000001
BGD,2020,830114.2,394032.5,2981842.0,41062.094,1080191.0,947956.75,6275198.544
BRB,2001,12558.545,6739.223,18987.023,72.26995,1597.872,7240.1143,47195.04725
BRB,2002,11876.975,1719.6069,15799.915,63.080616,1567.458,6790.105,37817.140516
BRB,2003,12787.731,1899.6572,17072.062,62.55184,1571.987,6704.917,40098.90604
BRB,2004,13146.756,1960.7908,18162.367,61.230915,1762.707,6573.393,41667.24471499999
BRB,2005,14913.517,2034.6576,19018.08,61.81912,1769.7286,6651.8364,44449.63872
BRB,2006,14359.311,2114.5913,15737.746,63.52063,1792.3282,6041.8213,40109.31843
BRB,2007,13803.336,2395.5364,14342.136,64.86501,1830.3041,5634.388,38070.56551
BRB,2008,16353.197,2920.7563,16533.838,70.75484,1845.0559,5937.727,43661.32904
BRB,2009,16883.357,3071.111,17754.703,72.54182,1859.6343,5903.482,45544.829119999995
BRB,2010,18030.215,2675.3853,16302.109,70.70088,1864.7642,5188.566,44131.740379999996
BRB,2011,16657.137,1641.4224,19627.916,51.90332,1870.5753,6081.718,45930.67201999999
BRB,2012,16635.488,1894.238,17143.924,54.49821,1878.0552,5505.6587,43111.86211
BRB,2013,16978.78,1872.8485,18190.51,52.96897,1896.0148,5540.218,44531.34027
BRB,2014,14947.183,1801.2826,15395.894,51.301697,1880.7251,5237.07,39313.456397
BRB,2015,15243.98,1758.4652,15697.94,51.395443,1880.2263,5189.2983,39821.305243
BRB,2016,14999.909,1745.2415,15155.5,50.82256,2059.9768,5345.093,39356.54286
BRB,2017,14549.698,1817.1451,14856.833,51.408108,1905.2065,5117.732,38298.022708000004
BRB,2018,14692.367,1794.3635,14916.889,51.600075,1910.8677,5135.909,38501.996275
BRB,2019,14478.536,1730.2935,14923.067,51.700714,1913.8839,5117.7344,38215.215513999996
BRB,2020,13250.255,1647.769,12783.713,47.020668,1907.8236,4756.0923,34392.673568
BLR,2001,173848.81,152662.67,419382.3,6661.7524,150280.61,255620.1,1158456.2424
BLR,2002,178716.6,138081.42,493198.8,6804.041,146433.12,244099.47,1207333.4510000001
BLR,2003,179177.11,125739.36,477331.12,6885.471,143743.03,242605.53,1175481.621
BLR,2004,191418.36,124777.69,498748.66,7061.6816,140994.03,256267.61,1219268.0315999999
BLR,2005,192554.36,113723.22,533298.06,7870.2153,143687.45,257829.66,1248962.9653
BLR,2006,204598.73,123770.484,613833.1,8821.086,147332.56,278852.28,1377208.24
BLR,2007,199025.45,88507.4,598617.3,8867.253,148267.6,278947.97,1322232.973
BLR,2008,218629.64,99117.78,626358.8,9933.234,204302.55,289376.56,1447718.5640000002
BLR,2009,198211.67,181921.72,581893.94,9159.555,202574.33,320814.47,1494575.685
BLR,2010,209980.78,106075.375,612456.9,9723.027,205376.77,316672.03,1460284.882
BLR,2011,211896.67,79803.68,653222.8,10308.217,228304.98,310075.53,1493611.877
BLR,2012,217332.0,88199.84,681339.44,10552.713,227309.52,318544.53,1543278.0429999998
BLR,2013,208486.53,75041.59,648101.9,10295.502,200162.08,317975.9,1460063.5019999999
BLR,2014,203752.4,72369.67,622225.2,9500.604,211808.1,316163.3,1435819.2740000002
BLR,2015,183123.05,70410.56,537632.6,8823.053,201234.6,308141.88,1309365.7429999998
BLR,2016,174017.45,74829.336,512530.25,8398.577,205408.47,297925.12,1273109.2030000002
BLR,2017,166758.03,65358.184,499805.66,8788.979,181624.52,290732.88,1213068.253
BLR,2018,166261.56,63672.734,482022.03,9038.097,178525.73,283200.12,1182720.271
BLR,2019,153769.06,58012.984,450488.8,8730.373,177917.97,278129.47,1127048.6570000001
BLR,2020,144482.11,75120.96,384780.53,7972.32,177107.45,269916.06,1059379.4300000002
BEL,2001,369970.38,171108.6,919146.94,9175.992,106140.57,225586.27,1801128.752
BEL,2002,348879.97,161796.48,957388.56,8051.0205,103285.555,209653.2,1789054.7855
BEL,2003,351643.53,158340.03,911868.7,8094.611,99909.67,199579.12,1729435.6609999998
BEL,2004,357910.6,159170.56,858766.0,8153.866,98865.93,187759.97,1670626.9259999997
BEL,2005,338992.44,143438.23,795689.44,7814.1685,97187.64,181278.31,1564400.2284999997
BEL,2006,316642.38,133606.58,737231.0,7384.561,95883.375,174537.92,1465285.8159999999
BEL,2007,303880.4,122568.25,610834.25,6953.6807,96286.375,164653.02,1305175.9757
BEL,2008,276947.44,94760.445,615620.0,7191.1406,93011.56,156552.31,1244082.8956000002
BEL,2009,244622.39,74120.58,422691.34,6877.7153,94304.484,144222.64,986839.1493
BEL,2010,245115.47,59931.297,492676.47,7227.6484,97473.48,142652.81,1045077.1753999998
BEL,2011,226077.69,52861.953,395559.12,6192.8623,97293.83,130684.195,908669.6503000001
BEL,2012,214623.25,47168.766,339237.1,6092.93,96820.17,127106.17,831048.386
BEL,2013,204794.81,42806.836,510017.97,6022.2754,96175.8,123262.97,983080.6614
BEL,2014,194034.28,40676.22,316297.44,5203.5566,94112.17,116590.586,766914.2526
BEL,2015,194965.56,41052.863,365367.47,5139.896,94869.664,116121.16,817516.6129999999
BEL,2016,182691.97,34139.742,349882.88,4938.0044,93378.4,115748.9,780779.8964
BEL,2017,171537.12,32545.709,283835.34,4604.9077,90999.12,114804.53,698326.7267
BEL,2018,164205.6,31937.555,330681.84,4292.6396,91185.4,114648.65,736951.6846
BEL,2019,152425.5,29668.66,364640.56,4008.43,90484.305,114420.59,755648.045
BEL,2020,133827.25,24027.434,270976.9,3587.5645,90418.75,115108.68,637946.5785000001
BLZ,2001,7349.847,4665.507,10286.295,95.09758,1414.1827,2867.243,26678.17228
BLZ,2002,5418.001,652.42725,8555.001,80.20812,1501.1381,2774.0813,18980.85677
BLZ,2003,5853.962,724.1028,8975.727,81.4215,1449.6877,2770.4626,19855.3636
BLZ,2004,5650.251,751.8066,8878.019,81.92288,1507.1782,2728.3928,19597.570480000002
BLZ,2005,5889.1177,779.2003,9177.23,82.41817,1442.8804,2748.8005,20119.647070000003
BLZ,2006,6218.8794,799.8551,8470.467,84.941956,1512.103,5551.144,22637.390456
BLZ,2007,5418.0156,890.2465,7765.2734,87.18224,1542.5569,5724.513,21427.78764
BLZ,2008,4939.3916,927.39777,7235.9683,88.83488,1584.4211,6173.62,20949.63365
BLZ,2009,5813.9053,992.29565,8412.727,93.132225,1699.0045,7409.52,24420.584675000002
BLZ,2010,7140.7695,1061.8646,8748.156,100.03126,1735.219,3696.8284,22482.86876
BLZ,2011,7461.8887,656.8797,8909.359,86.46298,1824.6879,5449.9775,24389.255780000003
BLZ,2012,8037.4683,750.0172,9077.464,91.23483,1906.3048,4209.305,24071.794130000002
BLZ,2013,7350.3164,742.4651,9628.299,92.87116,1944.4708,3712.6277,23471.05016
BLZ,2014,7082.3535,715.8616,9430.843,94.39327,1890.5597,3620.3547,22834.365770000004
BLZ,2015,7258.3457,736.9304,9579.011,95.32546,1922.4628,3609.336,23201.411360000002
BLZ,2016,7195.77,731.89014,9439.682,95.40521,1996.0239,3635.4082,23094.179450000003
BLZ,2017,7509.027,760.5759,9554.65,97.06201,2075.5508,3751.4316,23748.29731
BLZ,2018,7435.0127,751.7442,9568.814,97.56345,2091.4846,3714.5884,23659.20735
BLZ,2019,7255.823,727.0265,9556.823,98.35599,2125.3674,3708.8494,23472.24529
BLZ,2020,6721.6616,693.878,8719.543,94.25743,2155.9856,3573.4302,21958.75583
BEN,2001,18759.172,3291.6077,343016.22,5058.3833,37562.863,91723.16,499411.40599999996
BEN,2002,21210.297,3513.6272,355610.56,5287.347,38716.543,96499.336,520837.71020000003
BEN,2003,23237.328,3415.5134,370141.38,5456.8823,40028.9,101887.484,544167.4876999999
BEN,2004,23894.318,3645.6938,381390.06,5627.9326,41033.133,105973.9,561565.0374
BEN,2005,25778.209,4036.6448,397827.6,5705.14,42259.51,112052.055,587659.1588
BEN,2006,31094.09,4817.435,438178.5,6484.5967,43860.062,119773.05,644207.7337000001
BEN,2007,35648.43,6152.489,456537.78,7067.825,45213.48,124788.21,675408.214
BEN,2008,36954.12,6007.2124,470581.7,7213.8936,44576.637,125713.38,691046.9430000001
BEN,2009,39954.582,6803.1216,487292.0,7617.4663,45914.207,130028.055,717609.4319
BEN,2010,42740.438,7375.597,535401.75,6814.889,48554.156,148960.89,789847.72
BEN,2011,44286.78,6369.5557,551465.3,6981.1426,50224.21,162575.3,821902.2882999999
BEN,2012,44808.73,6404.5703,563586.3,7155.5225,51583.56,166541.89,840080.5728000001
BEN,2013,48741.004,7229.8047,618418.9,8041.6167,54341.125,178576.19,915348.6404000001
BEN,2014,54004.9,8245.049,646768.1,8358.497,55883.4,185037.64,958297.586
BEN,2015,63128.793,9202.306,640203.2,8806.277,56578.67,186180.8,964100.0460000001
BEN,2016,70782.2,9860.321,691935.7,9082.302,58253.992,197419.45,1037333.9649999999
BEN,2017,71683.23,9696.227,705438.9,9177.74,59763.68,201928.66,1057688.4370000002
BEN,2018,79498.31,10102.49,731069.8,9870.196,61375.613,208414.42,1100330.8290000001
BEN,2019,76494.484,11645.602,739436.4,10119.509,63285.344,210532.16,1111513.499
BEN,2020,83218.75,12474.691,758611.6,10436.517,64947.21,215351.66,1145040.4279999998
BMU,2001,7681.548,3220.1692,26350.508,23.54574,442.46988,5102.576,42820.81682
BMU,2002,7979.697,874.777,26073.785,20.078636,466.20462,5185.3247,40599.86695599999
BMU,2003,8325.594,904.689,26162.318,18.999292,460.24512,5248.6206,41120.466012
BMU,2004,9159.183,1204.0112,29709.305,21.684067,552.98016,6066.79,46713.95342700001
BMU,2005,8241.667,791.71265,29612.824,16.809967,550.1919,6214.904,45428.109517
BMU,2006,8738.664,913.84296,29469.402,19.143246,565.7822,6297.222,46004.056406
BMU,2007,9411.579,958.1917,30118.059,18.823608,575.90405,6460.283,47542.840358
BMU,2008,8352.632,764.3353,27583.967,16.287598,570.9242,5700.0015,42988.147598
BMU,2009,8116.157,942.3081,30570.912,18.511417,585.57556,6448.6914,46682.15547699999
BMU,2010,9740.133,899.7004,32483.836,18.877195,594.03,6248.149,49984.725594999996
BMU,2011,6242.449,445.126,18525.8,11.142465,377.14084,4169.882,29771.540305000002
BMU,2012,7005.2515,511.26,19040.031,11.76124,381.07352,4362.256,31311.633260000002
BMU,2013,6855.4824,504.45264,17872.744,11.272626,358.2789,4106.717,29708.947566000003
BMU,2014,7932.3125,483.3974,22065.512,10.765607,386.90527,4428.5317,35307.42447699999
BMU,2015,8163.727,498.5801,22208.895,10.746732,386.86734,4420.7744,35689.590572
BMU,2016,7971.651,494.84738,22812.986,10.573791,386.36966,4567.9136,36244.341431
BMU,2017,8351.835,515.26544,22770.05,10.650906,392.23132,4535.2007,36575.23336599999
BMU,2018,8185.625,508.73877,22182.945,10.680195,388.0606,4414.5044,35690.553965
BMU,2019,7797.6333,490.66617,22348.674,10.685477,384.6336,4453.6323,35485.924846999995
BMU,2020,7169.6055,466.8416,18734.652,9.472544,364.7468,3829.614,30574.932444000002
BTN,2001,12667.986,3191.3584,238763.33,318.8354,40012.93,64795.555,359749.9948
BTN,2002,13254.616,3584.7842,244408.67,339.82864,40203.05,65667.03,367457.97884
BTN,2003,15111.794,3518.4348,246808.08,330.21918,41383.6,66261.59,373413.71797999996
BTN,2004,15389.725,3551.8645,250084.84,324.62222,41702.297,67254.234,378307.58272
BTN,2005,15974.817,3829.0403,258522.27,335.80646,42197.777,66992.375,387852.08576
BTN,2006,15769.618,3736.9224,257754.2,343.93744,42172.133,68590.09,388366.90084
BTN,2007,13781.618,3938.8342,267517.75,338.7507,42624.72,65484.742,393686.4149
BTN,2008,14071.108,4489.595,284580.47,351.6756,42750.645,68671.08,414914.5736
BTN,2009,14398.505,4364.047,276865.6,359.0962,43469.113,60140.76,399597.12120000005
BTN,2010,15541.464,5138.2656,279899.8,400.26703,44169.766,60225.25,405374.81263
BTN,2011,16065.741,5809.5522,289017.44,412.04385,44943.402,51608.25,407856.42905000004
BTN,2012,16479.666,5965.89,281732.28,407.91418,45570.598,51275.434,401431.78218000004
BTN,2013,17952.338,6790.7075,290523.53,406.86484,46313.54,52917.832,414904.81234
BTN,2014,18196.652,7040.2715,291405.47,408.24802,46885.465,52726.68,416662.7865199999
BTN,2015,18877.287,7045.719,285554.56,408.23596,47403.777,52615.008,411904.58696
BTN,2016,19033.42,7373.065,283234.44,403.60068,47885.094,52153.863,410083.48267999996
BTN,2017,18963.18,7234.7783,285511.28,399.37952,48357.88,52192.336,412658.83382000006
BTN,2018,19524.865,7651.314,288599.03,401.3667,48836.9,52453.887,417467.36270000006
BTN,2019,19673.992,7242.9214,289475.88,410.59274,49293.17,52601.906,418698.46214
BTN,2020,19430.572,6846.672,289237.47,400.78598,49720.26,52476.332,418112.09197999997
BOL,2001,65415.016,13037.395,171798.69,3352.9058,85255.15,84452.38,423311.5368
BOL,2002,65826.36,14539.982,165464.62,3471.1292,88821.08,85750.14,423873.3112
BOL,2003,68580.89,12575.254,166638.5,3608.9697,91401.51,88219.11,431024.2337
BOL,2004,71610.79,14444.458,179897.23,3645.2166,96331.445,93874.76,459803.8996
BOL,2005,72633.33,13845.577,173044.08,3744.1313,103472.18,100026.76,466766.0583
BOL,2006,73521.74,15502.915,168130.6,3988.5378,109408.87,105382.15,475934.81279999996
BOL,2007,77546.484,17858.855,182136.05,4136.652,115488.984,112378.61,509545.63499999995
BOL,2008,79756.18,15680.025,197282.06,4204.3354,120053.78,117302.06,534278.4404
BOL,2009,84177.76,13778.742,211159.12,4257.012,122739.61,120084.2,556196.4439999999
BOL,2010,87299.484,14511.961,224759.77,4426.275,133382.48,133754.22,598134.19
BOL,2011,92367.586,15541.437,238007.16,4591.5776,134990.22,137124.02,622622.0006
BOL,2012,100295.43,16681.738,253237.98,4519.9165,135042.61,140964.92,650742.5945
BOL,2013,103309.3,18832.352,263881.72,4662.009,137513.28,145487.19,673685.851
BOL,2014,108246.29,14397.749,273314.75,4851.6245,136757.17,149702.23,687269.8134999999
BOL,2015,109330.63,12257.958,263967.1,4630.2104,138838.86,149365.77,678390.5284
BOL,2016,112778.81,11919.217,272783.5,4596.2817,141813.47,152432.61,696323.8887
BOL,2017,115103.1,12815.593,275199.03,4679.0703,148133.67,157908.17,713838.6333000001
BOL,2018,116639.39,13066.571,277368.72,4710.767,150446.22,160213.62,722445.288
BOL,2019,118988.92,14790.189,261403.72,4458.1577,151912.5,158946.9,710500.3867
BOL,2020,100922.945,11602.909,235997.45,3938.3845,154283.47,154265.67,661010.8285000001
BIH,2001,55704.293,160557.95,222687.33,1443.8495,27570.887,56467.902,524432.2115
BIH,2002,58140.84,168517.81,206557.11,1449.5593,27220.52,54333.867,516219.7063000001
BIH,2003,53823.01,175686.22,196613.53,1629.2584,28956.81,53335.812,510044.6404
BIH,2004,58142.277,176946.28,212851.98,1749.0492,29216.26,55594.234,534500.0802
BIH,2005,59379.87,184878.6,218915.9,1783.1782,30928.078,56433.395,552319.0212
BIH,2006,65107.195,197534.67,222060.53,2087.4329,32137.412,59471.047,578398.2869000001
BIH,2007,65899.01,207932.05,214510.31,2223.9214,31224.316,58694.46,580484.0673999999
BIH,2008,69829.63,229166.42,204813.17,2498.1812,29635.771,58241.348,594184.5202
BIH,2009,65343.21,213998.47,171207.02,2247.819,30651.059,53945.297,537392.875
BIH,2010,62716.387,210273.1,160827.61,2348.455,31459.34,51397.004,519021.89600000007
BIH,2011,70672.24,242504.19,159440.02,2417.173,31710.6,50592.57,557336.793
BIH,2012,65652.86,224238.8,146577.89,2348.8723,30758.979,48059.88,517637.2813
BIH,2013,65946.945,223083.55,151411.53,2333.1482,33274.906,49481.027,525531.1062
BIH,2014,44536.027,211882.53,213300.75,2223.3623,33336.297,61512.34,566791.3063
BIH,2015,44500.426,212335.1,231987.97,2528.4204,33034.395,63142.1,587528.4114
BIH,2016,49663.715,247427.03,264030.2,2860.7896,34195.38,68100.055,666277.1696000001
BIH,2017,49170.25,254945.06,302994.94,3118.4766,36103.3,71857.086,718189.1126000001
BIH,2018,45921.598,256051.97,284499.78,2910.2847,34890.562,72578.1,696852.2947
BIH,2019,42435.08,230564.69,263214.28,2859.0278,34784.582,71142.67,645000.3298000002
BIH,2020,38700.78,242972.0,257223.11,2735.182,34856.348,71031.484,647518.9040000001
BWA,2001,30250.863,61552.945,153895.48,3181.8804,23816.074,35151.08,307848.3224
BWA,2002,30501.906,67323.12,153901.95,3151.7556,20908.617,35177.527,310964.8756
BWA,2003,30202.555,73556.48,151820.97,3055.9626,20693.305,34369.176,313698.4486
BWA,2004,30059.162,65596.93,139185.88,2989.578,20560.447,32280.309,290672.30600000004
BWA,2005,31724.662,79810.734,138877.34,2877.513,21238.746,33056.215,307585.20999999996
BWA,2006,31894.87,70986.81,143916.77,2945.3206,21542.752,34149.027,305435.54959999997
BWA,2007,31720.36,63526.074,148901.11,3269.942,21491.086,34682.484,303591.056
BWA,2008,34896.062,68861.7,153220.62,3306.0872,22190.562,36025.324,318500.3552
BWA,2009,32606.012,69578.39,152562.78,3163.6404,23385.72,35381.0,316677.54240000003
BWA,2010,29108.05,58407.25,147968.19,3129.0793,24234.035,33898.74,296745.3443
BWA,2011,33238.18,48660.426,152419.86,3210.0847,23677.71,34132.34,295338.60069999995
BWA,2012,38944.977,47291.75,153912.38,3381.2537,21937.184,35673.81,301141.3547
BWA,2013,41226.93,71045.1,151217.81,3581.2793,21133.48,35772.605,323977.2042999999
BWA,2014,47122.027,69696.3,156205.27,3585.1973,18541.752,36795.89,331946.4363
BWA,2015,46536.293,67863.29,159863.5,3440.569,18760.957,38312.96,334777.569
BWA,2016,43992.02,60913.36,158869.34,3189.757,17815.785,37628.97,322409.23199999996
BWA,2017,47100.88,42627.504,157899.05,3199.9128,15606.6,37856.43,304290.37679999997
BWA,2018,51731.63,47397.59,157894.17,3367.7075,17640.416,38224.06,316255.5735
BWA,2019,46443.77,40977.46,155006.31,3202.1187,17861.229,37631.727,301122.6147
BWA,2020,38086.094,30506.125,149131.23,3033.3975,18071.717,36497.28,275325.8435
BRA,2001,2247763.0,1607301.8,9012218.0,143703.69,2422661.2,2839531.0,18273178.69
BRA,2002,2309958.2,1514350.1,9391735.0,151982.08,2510202.2,2949548.5,18827776.080000002
BRA,2003,2344831.5,1450835.5,10213767.0,156084.84,2736428.8,3120096.0,20022043.64
BRA,2004,2461995.2,1448048.2,10766101.0,163764.9,2832930.2,3228201.2,20901040.7
BRA,2005,2435079.5,1420986.2,10522206.0,165393.44,2845042.8,3254689.5,20643397.439999998
BRA,2006,2484406.2,1380447.6,10350431.0,171020.7,2875814.8,3330083.0,20592203.3
BRA,2007,2630267.0,1371751.5,10564845.0,177147.02,3030679.5,3408627.5,21183317.52
BRA,2008,2755740.5,1361098.5,10553375.0,183632.81,3038118.8,3429438.2,21321403.81
BRA,2009,2646821.2,1187553.2,8798082.0,181977.62,2962289.8,3276894.5,19053618.32
BRA,2010,2859931.8,1239817.2,9609597.0,193206.11,3080276.8,3448277.2,20431106.11
